"Survey Date and Time","Surveyer id","General Data-Tehsil","General Data-District","General Data-Establishment Address","General Data-Udyog Registered","General Data-If yes Number","General Data-Class","General Data-Sector","General Data-If Any Other Sector Please specify","General Data-Year of Establishment","Details of the Business-Name of Business","Details of the Business-Type of Unit","Details of the Business-Nature of Operation","Details of the Business-Nature Of Job","Details of the Business-Nature Of Employment","Employee Size-2016-17","Employee Size-2017-18","Employee Size-2018-19","Employee Size-2019-20","Employee Size-2020-21","Details of the Finances and Expenses-(Monthly  Cost)-2016-17","Details of the Finances and Expenses-(Monthly  Cost)-2017-18","Details of the Finances and Expenses-(Monthly  Cost)-2018-19","Details of the Finances and Expenses-(Monthly  Cost)-2019-20","Details of the Finances and Expenses-(Monthly  Cost)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2016-17","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2017-18","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2018-19","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2019-20","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2016-17","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2017-18","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2018-19","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2019-20","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Scheme Name under which it was availed)-Scheme","Photos-Person interviewed","Photos-Signboard of Company","Photos-Picture of business operation"
"2021-08-14 05:42:35",50,"bijnor ",Bijnor,"shekhan sherkot",No,,"[""Services""]",Other,shop,2020,shop,Micro,Seasonal,Semi-Skilled,Permanent,,,,,1,,,,,1,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:05:42",50,najibaba,Bijnor,"135 harasvada",No,,"[""Services""]",Other,"mibail service",2019,"mobail service",Micro,Seasonal,Unskilled,Permanent,,,,1,1,,,,5000,10000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 11:05:34",50,haidergarh,Barabanki,"h no . 195,bahadurpur,kana,",No,,"[""Services""]","Wood products",,2016,"wood product",Micro,Seasonal,Semi-Skilled,Permanent,1,2,1,1,1,5000,10000,15000,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:00:47",50,meerut,Meerut,meerut,No,,"[""Services""]",Other,shop,2020,shop,Micro,Seasonal,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:07:56",50,deoria,Deoria,"po-pipra vitthul",No,,"[""Services""]","Leather products",,2019,"leather product",Micro,Seasonal,Semi-Skilled,Permanent,,,,1,1,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:19:42",51,Muzaffarnagar,Muzaffarnagar,"khasra no 771 bamanheari",No,,"[""Services""]","Leather products",,2021,factory,Medium,Perennial,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:16:50",50,sidarhhanagar,"Siddharth Nagar","adarsh nagar",No,,"[""Services""]",Other,shop,2019,shop,Micro,Seasonal,Semi-Skilled,Permanent,,,,1,1,,,,10000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:24:06",50,lucknow,Lucknow,"Vinas nagar Lucknow",No,,"[""Services""]","Repairing & Services",,2020,"repairing service",Small,Seasonal,Unskilled,Permanent,,,,,1,,,,,1,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 04:10:07",50,rampur,Rampur,"s/o-syed nijamuddeen",No,,"[""Services""]","Wool Silk and Synthetic Fibre Textile",,2019,"wool silk",Micro,Seasonal,Semi-Skilled,Permanent,,,,1,1,,,,5000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 03:45:58",50,masjid,Gorakhpur,"so mo sayeed 1034c ansari road ",No,,"[""Services""]","Repairing & Services",,2019,Repairing&service,Micro,Seasonal,Semi-Skilled,Permanent,,,,1,2,,,,5000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:32:27",51,shahjahanpur,Shahjahanpur,"manakamau ",No,,"[""Services""]",Other,shop,2020,shop,Micro,Perennial,Semi-Skilled,Contractual,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:51:58",50,pihani,Hardoi,"moh meersaray pihani,,241406",No,,"[""Services""]","Machinery & Part except electrical",,2016,"machinery part",Small,Seasonal,Skilled,Permanent,1,1,1,1,1,20000,30000,50000,20000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:44:11",50,saharnpur,Saharanpur,"Sadda mazara",No,,"[""Services""]","Metal products",,2019,"matal product",Micro,Seasonal,Semi-Skilled,Permanent,,,,1,1,,,,10000,11000,,,,,,,,,,,PMS,,,
"2021-08-14 02:54:20",50,"Nagar (distt-bulandshahr)",Balrampur,Dhaknagla,No,,"[""Services""]","Wool Silk and Synthetic Fibre Textile",,2019,"wool silk",Micro,Seasonal,Semi-Skilled,Permanent,,,,2,2,,,,11000,18000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:31:57",50,"farrukhabad ",Farrukhabad,"nag LA khairban po-bhopat patti",No,,"[""Services""]","Leather products",,2019,"leather products",Micro,Seasonal,Semi-Skilled,Permanent,,,,1,2,,,,8000,12000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:03:57",50,Jaunpur,Jaunpur,"Man ik chain baluagaat",No,,"[""Services""]",Other,shop,2021,shop,Micro,Seasonal,Semi-Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:30:16",51,Lalitpur,Lalitpur,"village jakhlaun Lalitpur Uttar Pradesh",No,,"[""Manufacturing""]","Repairing & Services",,2020,repairing,Micro,Casual,Skilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:22:15",51,Aligarh,Aligarh,"chaudhayan Sarah atrauli aligarh",No,,"[""Services""]",Other,"Medical Store",2020,"Medical Store",Medium,Perennial,Unskilled,Permanent,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:42:41",50,bijnor,Bijnor,"moh samnasaray",No,,"[""Services""]",Other,shop,2019,shop,Micro,Seasonal,Semi-Skilled,Permanent,,,,1,1,,,,5000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:17:44",50,baghpat,Baghpat,baraut,No,,"[""Services""]","Wood products",,2019,"wood product",Micro,Seasonal,Semi-Skilled,Permanent,,,,1,2,,,,15000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:06:35",50,Varanasi,Varanasi,"a10/218 hukulganj pul mo",No,,"[""Services""]","Food products",,2020,"food products",Micro,Seasonal,Semi-Skilled,Permanent,,,,,2,,,,,2,,,,,,,,,,,PMS,,,
"2021-08-14 08:39:54",50,bagpat,Baghpat,"s/o Mahavira singh",No,,"[""Services""]",Other,shop,2020,shop,Micro,Seasonal,Unskilled,Permanent,,,,,1,,,,,1,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:54:05",51,nighasan,"Lakhimpur - Kheri","vill banjariya from (tikunia) tahisil nighasan lakhimpur khiri",No,,"[""Services""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:49:40",51,pyagraj,Allahabad,"gram kusumipur  bhagipur post hetapur phulpur",No,,"[""Manufacturing""]","Food products",,2019,"food product",Micro,Casual,Unskilled,Permanent,,,,1,1,,,,10000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:15:22",51,Mau,Mau,"Jamalpur Mohammed Goaha",No,,"[""Services""]","Hosiery Garments",,2019,shop,Micro,Perennial,Unskilled,Contractual,,,,1,2,,,,15000,18000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:27:40",51,Unnao,Unnao,"Poni Road Sri Nagar Unnao Unnao Uttar Pradesh",No,,"[""Manufacturing""]","Food products",,2020,"food product",Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:10:45",50,Lucknow,Lucknow,"14/670 indie nagar",No,,"[""Services""]","Wood products",,2019,"wood products",Small,Casual,Semi-Skilled,Permanent,,,,1,2,,,,10000,15000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 00:41:35",51,Barot,Baghpat,"barawad baraut Uttar Pradesh",No,,"[""Services""]","Repairing & Services",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:29:05",51,"Kanpur Nagar","Kanpur Nagar","Rani ka Bagicha Kanpur",No,,"[""Services""]","Hosiery Garments",,2020,shop,Micro,Perennial,Unskilled,Contractual,,,,,1,,,,,18000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:13:21",50,Varanasi,Varanasi,"co 15/18 sorakuan",No,,"[""Services""]","Metal products",,2020,"matel service",Micro,Seasonal,Semi-Skilled,Permanent,,,,,2,,,,,1,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:24:57",51,Kannauj,Kannauj,"muraiya bujurg",No,,"[""Services""]","Machinery & Part except electrical",,2020,electronic,Medium,Perennial,Semi-Skilled,Permanent,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:29:32",51,Bareilly,Basti,"Rajendra Nagar Bareilly Uttar Pradesh",No,,"[""Manufacturing""]","Repairing & Services",,2020,repairing,Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:43:28",51,unnao,Unnao,"kotba  Kantha unnao unnao up ",No,,"[""Services""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:47:07",51,Jhansi,Jhansi,"Bahrain maheva tahrauli jhansi utter pradesh I",No,,"[""Services""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:32:14",51,"Kanpur Nagar","Kanpur Nagar","Juhi Lal Colony Kanpur Nagar Uttar Pradesh",No,,"[""Services""]","Food products",,2020,"food product",Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:31:39",51,Banda,Banda,"marjaha banda Banda UP Uttar Pradesh",No,,"[""Services""]","Hosiery Garments",,2020,hijri,Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:45:09",51,"Kanpur Nagar","Kanpur Nagar","big 418 Awas Vikas 1 Kailash Vihar Kalyanpur Kanpur",No,,"[""Services""]","Hosiery Garments",,2021,"hojri garments",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 06:12:08",50,gorakhpur,Gorakhpur,"narauli post",No,,"[""Services""]","Machinery & Part except electrical",,2020,"machineary parts",Micro,Seasonal,Semi-Skilled,Permanent,,,,,1,,,,,2,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:35:21",51,hapur,"Hapur (Panchsheel Nagar)","hbo 63 achpal Hadi ghaziabad",No,,"[""Services""]","Wood products",,2020,"wood products",Small,Seasonal,Unskilled,Permanent,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:15:38",51,Agra,Agra,"36/2 mohanpura idgah Agra Uttar Pradesh",No,,"[""Services""]","Food products",,2020,"food product",Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:34:15",51,Noida,"Gautam Buddha Nagar","shop  no 16 raghuraj market Geeta Dangal Noida Uttar Pradesh",No,,"[""Services""]","Repairing & Services",,2021,repairing,Medium,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:47:53",51,"Kanpur Nagar","Kanpur Nagar","hig 461 single story Hemant Vihar Barra 2 Kanpur Uttar Pradesh",No,,"[""Services""]","Food products",,2020,"food product",Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:17:51",50,Varanasi,Varanasi,k61121asaptsager,No,,"[""Services""]","Repairing & Services",,2019,"Repairing service",Micro,Seasonal,Semi-Skilled,Permanent,,,,2,1,,,,11000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:27:26",51,Meerut,Meerut,"Ganga Nagar Meerut",No,,"[""Services""]",Other,"beauty parlour",2020,"beauty parlour",Micro,Perennial,Semi-Skilled,Contractual,,,,,1,,,,,21000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:30:51",51,Bulandshahar,Bulandshahr,"wair Secunderabad Bulandshahar",No,,"[""Services""]","Food products",,2020,"food production",Micro,Perennial,Unskilled,Permanent,,,,,1,,,,,19000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:57:04",51,khekra,Baghpat,"patti aurangabad ward no 19khekra khekhra bagpat",No,,"[""Services""]","Repairing & Services",,2021,repairing,Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:38:51",51,Amroha,"Amroha (J.P. Nagar)","bhartigram gajraula",No,,"[""Services""]","Leather products",,2019,factory,Micro,Perennial,Unskilled,Contractual,,,,1,2,,,,5000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:24:29",50,saharanpur,Shahjahanpur,"so kadim",No,,"[""Services""]","Hosiery Garments",,2020,"hosieary garments",Micro,Seasonal,Semi-Skilled,Permanent,,,,,1,,,,,1,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:35:41",51,Agra,Agra,"basai Kala tajganj Agra up",No,,"[""Services""]","Repairing & Services",,2021,repairing,Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:49:57",51,"Kanpur Nagar","Kanpur Nagar","64/224 gadariya muhal Kanpur Kanpur Uttar Pradesh",No,,"[""Services""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:32:27",51,Muradabad,Moradabad,"Moradabad Morbr",No,,"[""Services""]","Leather products",,2020,factory,Micro,Perennial,Unskilled,Contractual,,,,,1,,,,,17000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:11:28",50,mathura,Mathura,"Gaura nagar vrindaban",No,,"[""Services""]",Other,shop,2020,shop,Micro,Seasonal,Semi-Skilled,Permanent,,,,,1,,,,,15000,,,,,,,,,,,PMS,,,
"2021-08-14 00:37:36",51,unnao,Unnao,"Shahabad ji rent district Unnao Unnao",No,,"[""Manufacturing""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:51:37",51,"Kanpur Nagar","Kanpur Nagar","faithful Ganj Cantt Kanpur Uttar Pradesh",No,,"[""Services""]","Repairing & Services",,2021,repairing,Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:23:59",51,Etawah,Etawah,"Coke pura Etawah Uttar Pradesh",No,,"[""Manufacturing""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Skilled,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:00:46",50,shamli,"Shamali (Prabuddh Nagar)","630kajivadakheri karmu",No,,"[""Services""]",Other,"clothes garments",2019,"clothes garments",Micro,Casual,Semi-Skilled,Permanent,,,,1,1,,,,10000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:18:17",51,"Ambedkar Nagar","Ambedkar Nagar","vill devipur post atraura tanda Ambedkar Nagar Faizabad",No,,"[""Services""]","Wood products",,2020,"good product",Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:25:47",51,"Gautam Buddh Nagar","Gautam Buddha Nagar","shop number 14 Rohitash Pradhan market tugal district",No,,"[""Services""]","Repairing & Services",,2021,repairing,Small,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:40:41",51,Ghaziabad,Ghaziabad,"udyog kenda ",No,,"[""Services""]",Other,"Medical Store",2019,"Medical Store",Micro,Perennial,Unskilled,Permanent,,,,1,2,,,,10000,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 02:21:53",50,Raebareli,RaeBareli,"kunwarmau nasiribad",No,,"[""Services""]",Other,shop,2019,shop,Micro,Seasonal,Semi-Skilled,Permanent,,,,2,2,,,,12000,18000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:39:11",51,Saharanpur,Saharanpur,"Hanuman Mandir Hanuman Nagar Saharanpur Saharanpur",No,,"[""Services""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:55:35",51,Mirzapur,Mirzapur,"chilh Mirzapur Uttar Pradesh",No,,"[""Services""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:34:20",51,Meerut,Meerut,"gejha ",No,,"[""Services""]",Other,"dudh deri",2020,"dudh deri",Medium,Perennial,Unskilled,Permanent,,,,,1,,,,,18000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:36:38",51,Prayagraj,Pratapgarh,"kosara Kala",No,,"[""Services""]","Wood products",,2020,"wood production",Micro,Perennial,Unskilled,Contractual,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:57:10",51,Gorakhpur,Gorakhpur,"ward number 2 Hanumant Nagar pipiganj",No,,"[""Services""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:38:27",51,Agra,Agra,"Nutan Nagar near Punjabi bagh dya l dayal",No,,"[""Manufacturing""]","Hosiery Garments",,2021,hojri,Micro,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:14:00",51,Bijnor,Balrampur,"village daranagar Vinod Bijnor Uttar Pradesh",No,,"[""Manufacturing""]","Hosiery Garments",,2021,"hojri garments",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:31:32",51,Unnao,Unnao,"abhanpur Unnao Uttar Pradesh",No,,"[""Services""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 00:58:27",51,Bulandshahar,Bulandshahr,"house number 228 Sarai Mohar Singh Khurja Khurja Uttar Pradesh",No,,"[""Manufacturing""]","Repairing & Services",,2021,"repairing repair",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:16:01",51,Agra,Agra,"2/8 Nagla Mohan Shahganj Agra Uttar Pradesh",No,,"[""Manufacturing""]","Food products",,2020,"food product",Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:20:14",51,gorakhpur,Gorakhpur,"mehadiya ",No,,"[""Services""]","Machinery & Part except electrical",,2018,electric,Micro,Perennial,Semi-Skilled,Contractual,,,1,2,3,,,10000,20000,21000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:33:18",51,Kannoj,Kannauj,"kutlupur Makrand Nagar Kannauj Kannauj Uttar Pradesh",No,,"[""Manufacturing""]","Repairing & Services",,2020,repairing,Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:45:36",52,bhadohi,Bhadohi,"bhadohi up",No,,"[""Services""]","Food products",,2020,shop,Small,Seasonal,Semi-Skilled,Contractual,,,,,1000000,,,,,10000000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:10:51",52,"mohan tondan",Shahjahanpur,"mohan tondan sahjhapur up",No,,"[""Services""]","Food products",,2020,shop,Small,Seasonal,Semi-Skilled,Permanent,,,,,10000000,,,,,1000000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:17:17",51,"Kanpur Nagar","Kanpur Nagar","near Mother India Convent School 72 Basanti Nagar",No,,"[""Services""]","Repairing & Services",,2021,repairing,Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:43:36",51,Saharanpur,Saharanpur,"hasanpur Saharanpur",No,,"[""Services""]",Other,"auto motor",2019,"auto motor",Small,Perennial,Unskilled,Permanent,,,,1,2,,,,10000,11000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:05:23",51,kushinagar,"Kushinagar (Padrauna)","near Siddharth petrol pump ",No,,"[""Services""]","Hosiery Garments",,2020,shop,Medium,Seasonal,Unskilled,Contractual,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 07:53:57",51,tehroli,Jhansi,"tehroli khas tehroli jhansi utter pradesh",No,,"[""Services""]",Other,store,2020,store,Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:47:00",52,balkeswar,Agra,"balkeswar Agra up",No,,"[""Services""]","Food products",,2020,electric,Small,Seasonal,Semi-Skilled,Contractual,,,,,1000000,,,,,1000000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:52:24",52,kalyanpur,"Kanpur Nagar","kalyanpur kanpur nagar up",No,,"[""Manufacturing""]","Food products",,2020,electric,Small,Seasonal,Semi-Skilled,Contractual,,,,,10000000,,,,,10000000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:01:01",51,"Gautam Buddh Nagar","Gautam Buddha Nagar","vill post piyawali teh Dadri district Gautam Budh Nagar",No,,"[""Manufacturing""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:20:12",51,Varanasi,Varanasi,"Shop number 17 Vijay Complex Ravindra Puri Road",No,,"[""Manufacturing""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:23:49",51,Ghaziabad,Ghaziabad,bhovapur,No,,"[""Services""]","Food products",,2020,"food production",Micro,Perennial,Semi-Skilled,Contractual,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:53:19",51,Prayagraj,Pratapgarh,"Lochan Nagar phoolpur",No,,"[""Services""]",Other,hardware,2020,hardware,Micro,Perennial,Unskilled,Permanent,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:46:41",52,khalapur,Bulandshahr,"khalapur bulandsahar up",No,,"[""Services""]","Food products",,2020,shop,Small,Seasonal,Semi-Skilled,Contractual,,,,,1000000,,,,,1000000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:22:03",51,Varanasi,Varanasi,"Navada sunderpur Varanasi Varanasi Uttar Pradesh",No,,"[""Manufacturing""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:02:51",51,Bulandshahar,Bulandshahr,"house number 171 Munh se Jahangirabad UP Uttar Pradesh",No,,"[""Services""]","Repairing & Services",,2021,repairing,Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:53:38",52,maharaganj,Maharajganj,"maharaganj up",No,,"[""Services""]","Food products",,2020,shop,Small,Seasonal,Unskilled,Contractual,,,,,1000000,,,,,1000000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:07:33",52,barolichhar,Saharanpur,"barolichhar Saharanpur up",No,,"[""Services""]","Food products",,2020,shop,Small,Seasonal,Semi-Skilled,Contractual,,,,,1000000,,,,,1000000,,,,,,,,,,,MSE-CDP,,,
"2021-08-14 08:41:14",51,jhanshi,Jhansi,"house no vill konwarpur",No,,"[""Services""]",Other,store,2019,store,Micro,Casual,Unskilled,Permanent,,,,1,2,,,,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:11:47",51,shamli,"Shamali (Prabuddh Nagar)",gujratiyan,No,,"[""Services""]","Hosiery Garments",,2018,shop,Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,10000,15000,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:23:46",51,"vishayak Pur","Kanpur Dehat","vidhayak Pur Kanpur Dehat",No,,"[""Manufacturing""]","Hosiery Garments",,2019,hojari,Micro,Casual,Unskilled,Permanent,,,,1,2,,,,10000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:12:48",52,Saharanpur,Saharanpur,"Saharanpur up",No,,"[""Services""]","Food products",,2020,shop,Small,Seasonal,Unskilled,Contractual,,,,,1000000,,,,,1000000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:46:22",51,amethi,Amethi,"pure panditsalon babhanpur",No,,"[""Services""]",Other,shop,2019,shop,Medium,Seasonal,Unskilled,Permanent,,,,1,2,,,,10000,11000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:25:37",51,Khalilabad,"Sant Kabir Nagar","SK Nagar Khalilabad Uttar Pradesh",No,,"[""Manufacturing""]","Food products",,2021,"food product",Micro,Casual,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:48:29",52,hisawada,Baghpat,"hisawada bhagphat up",No,,"[""Services""]","Food products",,2020,shop,Small,Seasonal,Semi-Skilled,Contractual,,,,,100000,,,,,100000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:26:02",51,varanasi,Varanasi,khojivan,No,,"[""Services""]","Leather products",,2020,factory,Micro,Seasonal,Unskilled,Permanent,,,,,1,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:04:58",51," bhavaniya",Varanasi,"village Begampur post bhavaniya Varanasi kachna",No,,"[""Services""]","Food products",,2020,"food product",Micro,Casual,Unskilled,Permanent,,,,,1,,,,,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:55:19",51,aligarh,Aligarh,"gambhirpura  Aligarh",No,,"[""Services""]","Leather products",,2020,factory,Micro,Perennial,Skilled,Permanent,,,,,1,,,,,15000,,,,,,,,,,,PMEGP/MUDRA,,,
